starttime	seconds	ctime	dtime	ttime	wait
Mon Jan 30 17:51:21 2023	1675080381	0	1199	1200	1199
Mon Jan 30 17:51:39 2023	1675080399	0	1200	1200	1199
Mon Jan 30 17:51:34 2023	1675080394	0	1200	1200	1199
Mon Jan 30 17:51:27 2023	1675080387	0	1200	1201	1200
Mon Jan 30 17:51:32 2023	1675080392	0	1201	1201	1200
Mon Jan 30 17:51:22 2023	1675080382	0	1201	1201	1200
Mon Jan 30 17:51:38 2023	1675080398	0	1201	1201	1200
Mon Jan 30 17:51:16 2023	1675080376	0	1201	1201	1200
Mon Jan 30 17:51:38 2023	1675080398	0	1201	1201	1200
Mon Jan 30 17:51:33 2023	1675080393	0	1201	1201	1201
Mon Jan 30 17:51:31 2023	1675080391	0	1201	1201	1201
Mon Jan 30 17:51:39 2023	1675080399	0	1201	1202	1201
Mon Jan 30 17:51:26 2023	1675080386	0	1202	1202	1201
Mon Jan 30 17:51:22 2023	1675080382	0	1202	1202	1201
Mon Jan 30 17:51:39 2023	1675080399	0	1202	1202	1201
Mon Jan 30 17:51:38 2023	1675080398	0	1203	1203	1202
Mon Jan 30 17:51:31 2023	1675080391	0	1203	1203	1203
Mon Jan 30 17:51:33 2023	1675080393	0	1204	1204	1203
Mon Jan 30 17:51:28 2023	1675080388	0	1204	1204	1203
Mon Jan 30 17:51:37 2023	1675080397	0	1204	1204	1204
Mon Jan 30 17:51:27 2023	1675080387	0	1204	1205	1204
Mon Jan 30 17:51:29 2023	1675080389	0	1205	1205	1204
Mon Jan 30 17:51:26 2023	1675080386	0	1205	1205	1204
Mon Jan 30 17:51:33 2023	1675080393	0	1205	1205	1204
Mon Jan 30 17:51:31 2023	1675080391	0	1205	1205	1204
Mon Jan 30 17:51:28 2023	1675080388	0	1205	1205	1205
Mon Jan 30 17:51:22 2023	1675080382	0	1206	1206	1205
Mon Jan 30 17:51:37 2023	1675080397	0	1206	1206	1205
Mon Jan 30 17:51:38 2023	1675080398	0	1206	1206	1205
Mon Jan 30 17:51:38 2023	1675080398	0	1206	1206	1205
Mon Jan 30 17:51:27 2023	1675080387	0	1206	1206	1205
Mon Jan 30 17:51:32 2023	1675080392	0	1207	1207	1206
Mon Jan 30 17:51:36 2023	1675080396	0	1207	1207	1206
Mon Jan 30 17:51:32 2023	1675080392	0	1207	1207	1206
Mon Jan 30 17:51:22 2023	1675080382	0	1207	1208	1207
Mon Jan 30 17:51:24 2023	1675080384	0	1207	1208	1207
Mon Jan 30 17:51:31 2023	1675080391	0	1207	1208	1207
Mon Jan 30 17:51:27 2023	1675080387	0	1208	1208	1207
Mon Jan 30 17:51:31 2023	1675080391	0	1208	1208	1208
Mon Jan 30 17:51:38 2023	1675080398	0	1208	1208	1208
Mon Jan 30 17:51:31 2023	1675080391	0	1208	1209	1207
Mon Jan 30 17:51:37 2023	1675080397	0	1209	1209	1208
Mon Jan 30 17:51:36 2023	1675080396	0	1209	1209	1208
Mon Jan 30 17:51:31 2023	1675080391	0	1209	1209	1208
Mon Jan 30 17:51:30 2023	1675080390	0	1209	1209	1208
Mon Jan 30 17:51:32 2023	1675080392	0	1209	1209	1209
Mon Jan 30 17:51:30 2023	1675080390	0	1209	1209	1209
Mon Jan 30 17:51:21 2023	1675080381	0	1209	1209	1209
Mon Jan 30 17:51:37 2023	1675080397	0	1210	1210	1209
Mon Jan 30 17:51:36 2023	1675080396	0	1210	1210	1209
Mon Jan 30 17:51:24 2023	1675080384	0	1211	1211	1210
Mon Jan 30 17:51:36 2023	1675080396	0	1211	1211	1210
Mon Jan 30 17:51:28 2023	1675080388	0	1212	1212	1211
Mon Jan 30 17:51:21 2023	1675080381	0	1212	1212	1211
Mon Jan 30 17:51:32 2023	1675080392	0	1212	1212	1212
Mon Jan 30 17:51:30 2023	1675080390	0	1212	1212	1211
Mon Jan 30 17:51:39 2023	1675080399	0	1212	1213	1212
Mon Jan 30 17:51:21 2023	1675080381	0	1213	1213	1212
Mon Jan 30 17:51:36 2023	1675080396	0	1212	1213	1212
Mon Jan 30 17:51:30 2023	1675080390	0	1213	1213	1212
Mon Jan 30 17:51:29 2023	1675080389	0	1213	1213	1213
Mon Jan 30 17:51:16 2023	1675080376	0	1213	1213	1213
Mon Jan 30 17:51:33 2023	1675080393	0	1213	1214	1213
Mon Jan 30 17:51:37 2023	1675080397	0	1214	1214	1213
Mon Jan 30 17:51:15 2023	1675080375	0	1214	1214	1212
Mon Jan 30 17:51:38 2023	1675080398	0	1214	1214	1213
Mon Jan 30 17:51:33 2023	1675080393	0	1214	1214	1213
Mon Jan 30 17:51:22 2023	1675080382	0	1214	1214	1213
Mon Jan 30 17:51:37 2023	1675080397	0	1214	1214	1214
Mon Jan 30 17:51:34 2023	1675080394	0	1214	1214	1214
Mon Jan 30 17:51:31 2023	1675080391	0	1214	1215	1214
Mon Jan 30 17:51:34 2023	1675080394	0	1214	1215	1214
Mon Jan 30 17:51:21 2023	1675080381	0	1215	1215	1214
Mon Jan 30 17:51:27 2023	1675080387	0	1215	1215	1214
Mon Jan 30 17:51:34 2023	1675080394	0	1215	1215	1215
Mon Jan 30 17:51:27 2023	1675080387	0	1215	1215	1215
Mon Jan 30 17:51:22 2023	1675080382	0	1215	1215	1215
Mon Jan 30 17:51:38 2023	1675080398	0	1215	1216	1215
Mon Jan 30 17:51:22 2023	1675080382	0	1216	1216	1215
Mon Jan 30 17:51:16 2023	1675080376	0	1216	1216	1215
Mon Jan 30 17:51:34 2023	1675080394	0	1216	1216	1216
Mon Jan 30 17:51:31 2023	1675080391	0	1217	1217	1216
Mon Jan 30 17:51:30 2023	1675080390	1	1217	1217	1217
Mon Jan 30 17:51:29 2023	1675080389	0	1218	1218	1217
Mon Jan 30 17:51:30 2023	1675080390	0	1218	1218	1218
Mon Jan 30 17:51:36 2023	1675080396	0	1218	1219	1218
Mon Jan 30 17:51:37 2023	1675080397	0	1219	1219	1218
Mon Jan 30 17:51:22 2023	1675080382	0	1218	1219	1218
Mon Jan 30 17:51:29 2023	1675080389	0	1219	1219	1218
Mon Jan 30 17:51:37 2023	1675080397	0	1219	1219	1219
Mon Jan 30 17:51:24 2023	1675080384	0	1220	1220	1219
Mon Jan 30 17:51:33 2023	1675080393	0	1220	1220	1219
Mon Jan 30 17:51:21 2023	1675080381	0	1220	1220	1219
Mon Jan 30 17:51:39 2023	1675080399	0	1220	1220	1219
Mon Jan 30 17:51:22 2023	1675080382	3	1217	1220	1217
Mon Jan 30 17:51:22 2023	1675080382	0	1220	1220	1219
Mon Jan 30 17:51:33 2023	1675080393	0	1220	1220	1219
Mon Jan 30 17:51:39 2023	1675080399	0	1220	1221	1220
Mon Jan 30 17:51:33 2023	1675080393	0	1221	1221	1220
Mon Jan 30 17:51:22 2023	1675080382	0	1221	1221	1220
Mon Jan 30 17:51:17 2023	1675080377	0	1221	1221	1220
Mon Jan 30 17:51:29 2023	1675080389	0	1221	1221	1221
Mon Jan 30 17:51:21 2023	1675080381	0	1221	1221	1221
Mon Jan 30 17:51:30 2023	1675080390	0	1222	1222	1221
Mon Jan 30 17:51:16 2023	1675080376	0	1222	1222	1222
Mon Jan 30 17:51:38 2023	1675080398	0	1222	1223	1222
Mon Jan 30 17:51:22 2023	1675080382	0	1222	1223	1222
Mon Jan 30 17:51:39 2023	1675080399	0	1223	1223	1222
Mon Jan 30 17:51:34 2023	1675080394	0	1223	1223	1222
Mon Jan 30 17:51:39 2023	1675080399	0	1223	1223	1222
Mon Jan 30 17:51:26 2023	1675080386	0	1223	1223	1222
Mon Jan 30 17:51:15 2023	1675080375	0	1223	1223	1222
Mon Jan 30 17:51:38 2023	1675080398	0	1223	1223	1222
Mon Jan 30 17:51:32 2023	1675080392	0	1223	1224	1223
Mon Jan 30 17:51:29 2023	1675080389	0	1223	1224	1223
Mon Jan 30 17:51:34 2023	1675080394	0	1223	1224	1223
Mon Jan 30 17:51:37 2023	1675080397	0	1224	1224	1223
Mon Jan 30 17:51:30 2023	1675080390	0	1224	1224	1223
Mon Jan 30 17:51:33 2023	1675080393	0	1224	1224	1224
Mon Jan 30 17:51:28 2023	1675080388	0	1225	1225	1224
Mon Jan 30 17:51:32 2023	1675080392	0	1225	1225	1224
Mon Jan 30 17:51:27 2023	1675080387	0	1225	1225	1224
Mon Jan 30 17:51:26 2023	1675080386	0	1225	1225	1224
Mon Jan 30 17:51:32 2023	1675080392	0	1225	1225	1225
Mon Jan 30 17:51:31 2023	1675080391	0	1225	1225	1224
Mon Jan 30 17:51:36 2023	1675080396	0	1225	1225	1224
Mon Jan 30 17:51:29 2023	1675080389	0	1225	1225	1225
Mon Jan 30 17:51:39 2023	1675080399	0	1225	1225	1225
Mon Jan 30 17:51:30 2023	1675080390	0	1225	1226	1225
Mon Jan 30 17:51:31 2023	1675080391	0	1226	1226	1225
Mon Jan 30 17:51:22 2023	1675080382	0	1226	1226	1225
Mon Jan 30 17:51:38 2023	1675080398	0	1226	1226	1225
Mon Jan 30 17:51:34 2023	1675080394	0	1226	1226	1225
Mon Jan 30 17:51:22 2023	1675080382	0	1226	1227	1226
Mon Jan 30 17:51:33 2023	1675080393	0	1227	1227	1226
Mon Jan 30 17:51:30 2023	1675080390	0	1227	1227	1226
Mon Jan 30 17:51:34 2023	1675080394	0	1227	1228	1227
Mon Jan 30 17:51:27 2023	1675080387	0	1228	1228	1227
Mon Jan 30 17:51:29 2023	1675080389	0	1228	1228	1227
Mon Jan 30 17:51:32 2023	1675080392	0	1228	1228	1227
Mon Jan 30 17:51:22 2023	1675080382	0	1228	1228	1228
Mon Jan 30 17:51:21 2023	1675080381	0	1228	1228	1227
Mon Jan 30 17:51:24 2023	1675080384	0	1228	1228	1227
Mon Jan 30 17:51:39 2023	1675080399	0	1229	1229	1228
Mon Jan 30 17:51:25 2023	1675080385	0	1229	1229	1228
Mon Jan 30 17:51:39 2023	1675080399	0	1229	1229	1228
Mon Jan 30 17:51:15 2023	1675080375	0	1229	1229	1228
Mon Jan 30 17:51:27 2023	1675080387	0	1229	1229	1228
Mon Jan 30 17:51:38 2023	1675080398	0	1229	1229	1229
Mon Jan 30 17:51:28 2023	1675080388	0	1230	1230	1229
Mon Jan 30 17:51:37 2023	1675080397	0	1230	1230	1229
Mon Jan 30 17:51:21 2023	1675080381	0	1230	1230	1229
Mon Jan 30 17:51:24 2023	1675080384	0	1230	1231	1230
Mon Jan 30 17:51:27 2023	1675080387	0	1230	1231	1230
Mon Jan 30 17:51:38 2023	1675080398	0	1230	1231	1230
Mon Jan 30 17:51:32 2023	1675080392	0	1231	1231	1230
Mon Jan 30 17:51:26 2023	1675080386	0	1231	1231	1230
Mon Jan 30 17:51:35 2023	1675080395	0	1231	1231	1230
Mon Jan 30 17:51:22 2023	1675080382	0	1231	1231	1231
Mon Jan 30 17:51:21 2023	1675080381	0	1231	1231	1231
Mon Jan 30 17:51:27 2023	1675080387	0	1231	1232	1231
Mon Jan 30 17:51:24 2023	1675080384	0	1232	1232	1231
Mon Jan 30 17:51:22 2023	1675080382	0	1232	1232	1231
Mon Jan 30 17:51:29 2023	1675080389	0	1232	1232	1232
Mon Jan 30 17:51:26 2023	1675080386	0	1232	1233	1232
Mon Jan 30 17:51:36 2023	1675080396	0	1233	1233	1232
Mon Jan 30 17:51:21 2023	1675080381	0	1233	1233	1232
Mon Jan 30 17:51:35 2023	1675080395	0	1233	1233	1233
Mon Jan 30 17:51:28 2023	1675080388	0	1234	1234	1233
Mon Jan 30 17:51:37 2023	1675080397	0	1234	1234	1233
Mon Jan 30 17:51:25 2023	1675080385	0	1234	1234	1233
Mon Jan 30 17:51:27 2023	1675080387	0	1234	1234	1233
Mon Jan 30 17:51:22 2023	1675080382	0	1234	1234	1234
Mon Jan 30 17:51:39 2023	1675080399	0	1234	1234	1234
Mon Jan 30 17:51:33 2023	1675080393	0	1235	1235	1235
Mon Jan 30 17:51:27 2023	1675080387	0	1236	1236	1235
Mon Jan 30 17:51:29 2023	1675080389	0	1236	1236	1236
Mon Jan 30 17:51:35 2023	1675080395	0	1236	1237	1236
Mon Jan 30 17:51:24 2023	1675080384	0	1236	1237	1236
Mon Jan 30 17:51:29 2023	1675080389	0	1237	1237	1236
Mon Jan 30 17:51:32 2023	1675080392	0	1237	1238	1237
Mon Jan 30 17:51:37 2023	1675080397	0	1237	1238	1237
Mon Jan 30 17:51:34 2023	1675080394	0	1237	1238	1236
Mon Jan 30 17:51:22 2023	1675080382	0	1238	1239	1238
Mon Jan 30 17:51:36 2023	1675080396	0	1239	1239	1238
Mon Jan 30 17:51:27 2023	1675080387	0	1239	1239	1238
Mon Jan 30 17:51:38 2023	1675080398	0	1239	1239	1238
Mon Jan 30 17:51:31 2023	1675080391	0	1239	1239	1238
Mon Jan 30 17:51:35 2023	1675080395	0	1239	1239	1238
Mon Jan 30 17:51:32 2023	1675080392	0	1239	1239	1239
Mon Jan 30 17:51:38 2023	1675080398	0	1239	1239	1239
Mon Jan 30 17:51:39 2023	1675080399	0	1239	1240	1239
Mon Jan 30 17:51:32 2023	1675080392	0	1240	1240	1239
Mon Jan 30 17:51:33 2023	1675080393	1	1239	1240	1239
Mon Jan 30 17:51:27 2023	1675080387	0	1240	1240	1239
Mon Jan 30 17:51:31 2023	1675080391	0	1240	1240	1240
Mon Jan 30 17:51:30 2023	1675080390	0	1240	1240	1239
Mon Jan 30 17:51:33 2023	1675080393	0	1241	1241	1240
Mon Jan 30 17:51:27 2023	1675080387	0	1241	1241	1240
Mon Jan 30 17:51:30 2023	1675080390	0	1242	1242	1241
Mon Jan 30 17:51:22 2023	1675080382	0	1242	1243	1242
Mon Jan 30 17:51:26 2023	1675080386	0	1242	1243	1242
Mon Jan 30 17:51:39 2023	1675080399	0	1242	1243	1242
Mon Jan 30 17:51:35 2023	1675080395	0	1243	1243	1242
Mon Jan 30 17:51:35 2023	1675080395	0	1243	1243	1242
Mon Jan 30 17:51:33 2023	1675080393	0	1243	1243	1242
Mon Jan 30 17:51:31 2023	1675080391	0	1243	1243	1242
Mon Jan 30 17:51:21 2023	1675080381	0	1243	1243	1243
Mon Jan 30 17:51:24 2023	1675080384	0	1243	1244	1243
Mon Jan 30 17:51:36 2023	1675080396	0	1244	1244	1243
Mon Jan 30 17:51:33 2023	1675080393	0	1245	1245	1244
Mon Jan 30 17:51:35 2023	1675080395	0	1245	1245	1244
Mon Jan 30 17:51:23 2023	1675080383	0	1245	1245	1244
Mon Jan 30 17:51:15 2023	1675080375	0	1245	1245	1244
Mon Jan 30 17:51:38 2023	1675080398	0	1246	1246	1245
Mon Jan 30 17:51:26 2023	1675080386	0	1246	1246	1245
Mon Jan 30 17:51:16 2023	1675080376	0	1246	1246	1245
Mon Jan 30 17:51:35 2023	1675080395	0	1246	1246	1246
Mon Jan 30 17:51:39 2023	1675080399	0	1246	1247	1246
Mon Jan 30 17:51:24 2023	1675080384	0	1247	1247	1246
Mon Jan 30 17:51:35 2023	1675080395	0	1247	1247	1246
Mon Jan 30 17:51:21 2023	1675080381	0	1247	1247	1246
Mon Jan 30 17:51:35 2023	1675080395	0	1247	1247	1246
Mon Jan 30 17:51:32 2023	1675080392	0	1247	1247	1247
Mon Jan 30 17:51:27 2023	1675080387	0	1247	1247	1247
Mon Jan 30 17:51:25 2023	1675080385	0	1247	1248	1247
Mon Jan 30 17:51:15 2023	1675080375	1	1247	1248	1247
Mon Jan 30 17:51:39 2023	1675080399	0	1248	1248	1247
Mon Jan 30 17:51:37 2023	1675080397	0	1248	1248	1248
Mon Jan 30 17:51:30 2023	1675080390	0	1249	1249	1248
Mon Jan 30 17:51:37 2023	1675080397	0	1249	1249	1248
Mon Jan 30 17:51:25 2023	1675080385	0	1249	1249	1248
Mon Jan 30 17:51:29 2023	1675080389	0	1249	1249	1248
Mon Jan 30 17:51:35 2023	1675080395	0	1249	1249	1248
Mon Jan 30 17:51:22 2023	1675080382	0	1249	1249	1248
Mon Jan 30 17:51:26 2023	1675080386	0	1249	1249	1249
Mon Jan 30 17:51:26 2023	1675080386	0	1249	1249	1249
Mon Jan 30 17:51:33 2023	1675080393	0	1249	1249	1248
Mon Jan 30 17:51:24 2023	1675080384	0	1249	1249	1248
Mon Jan 30 17:51:26 2023	1675080386	0	1250	1250	1249
Mon Jan 30 17:51:38 2023	1675080398	0	1250	1250	1250
Mon Jan 30 17:51:28 2023	1675080388	0	1250	1251	1249
Mon Jan 30 17:51:29 2023	1675080389	0	1251	1251	1250
Mon Jan 30 17:51:27 2023	1675080387	0	1251	1251	1250
Mon Jan 30 17:51:18 2023	1675080378	0	1251	1252	1251
Mon Jan 30 17:51:30 2023	1675080390	0	1252	1252	1251
Mon Jan 30 17:51:16 2023	1675080376	0	1252	1252	1252
Mon Jan 30 17:51:26 2023	1675080386	0	1252	1253	1252
Mon Jan 30 17:51:25 2023	1675080385	0	1252	1253	1252
Mon Jan 30 17:51:16 2023	1675080376	0	1253	1253	1252
Mon Jan 30 17:51:33 2023	1675080393	0	1253	1253	1253
Mon Jan 30 17:51:39 2023	1675080399	0	1253	1253	1253
Mon Jan 30 17:51:28 2023	1675080388	0	1253	1253	1253
Mon Jan 30 17:51:31 2023	1675080391	0	1253	1253	1252
Mon Jan 30 17:51:26 2023	1675080386	0	1254	1254	1253
Mon Jan 30 17:51:36 2023	1675080396	0	1254	1254	1253
Mon Jan 30 17:51:37 2023	1675080397	0	1254	1254	1253
Mon Jan 30 17:51:39 2023	1675080399	0	1254	1254	1253
Mon Jan 30 17:51:35 2023	1675080395	0	1254	1254	1254
Mon Jan 30 17:51:38 2023	1675080398	0	1254	1255	1254
Mon Jan 30 17:51:25 2023	1675080385	0	1254	1255	1254
Mon Jan 30 17:51:31 2023	1675080391	0	1254	1255	1254
Mon Jan 30 17:51:28 2023	1675080388	0	1255	1255	1255
Mon Jan 30 17:51:32 2023	1675080392	0	1256	1256	1255
Mon Jan 30 17:51:39 2023	1675080399	0	1256	1256	1255
Mon Jan 30 17:51:39 2023	1675080399	0	1256	1256	1256
Mon Jan 30 17:51:35 2023	1675080395	0	1256	1257	1256
Mon Jan 30 17:51:34 2023	1675080394	0	1256	1257	1256
Mon Jan 30 17:51:33 2023	1675080393	0	1257	1257	1256
Mon Jan 30 17:51:28 2023	1675080388	0	1257	1257	1256
Mon Jan 30 17:51:33 2023	1675080393	0	1257	1258	1257
Mon Jan 30 17:51:33 2023	1675080393	0	1258	1258	1257
Mon Jan 30 17:51:31 2023	1675080391	0	1258	1258	1257
Mon Jan 30 17:51:17 2023	1675080377	0	1258	1258	1257
Mon Jan 30 17:51:22 2023	1675080382	0	1258	1258	1258
Mon Jan 30 17:51:29 2023	1675080389	0	1258	1258	1258
Mon Jan 30 17:51:37 2023	1675080397	0	1258	1259	1258
Mon Jan 30 17:51:37 2023	1675080397	0	1259	1259	1258
Mon Jan 30 17:51:28 2023	1675080388	0	1258	1259	1258
Mon Jan 30 17:51:36 2023	1675080396	0	1259	1259	1258
Mon Jan 30 17:51:17 2023	1675080377	0	1259	1259	1258
Mon Jan 30 17:51:39 2023	1675080399	0	1259	1259	1258
Mon Jan 30 17:51:38 2023	1675080398	0	1259	1259	1259
Mon Jan 30 17:51:38 2023	1675080398	0	1259	1260	1259
Mon Jan 30 17:51:27 2023	1675080387	0	1259	1260	1259
Mon Jan 30 17:51:28 2023	1675080388	0	1259	1260	1259
Mon Jan 30 17:51:25 2023	1675080385	0	1260	1260	1259
Mon Jan 30 17:51:22 2023	1675080382	0	1260	1260	1259
Mon Jan 30 17:51:35 2023	1675080395	0	1260	1260	1259
Mon Jan 30 17:51:21 2023	1675080381	0	1260	1260	1259
Mon Jan 30 17:51:18 2023	1675080378	0	1260	1260	1259
Mon Jan 30 17:51:34 2023	1675080394	0	1260	1260	1260
Mon Jan 30 17:51:35 2023	1675080395	0	1260	1260	1260
Mon Jan 30 17:51:29 2023	1675080389	0	1260	1260	1260
Mon Jan 30 17:51:34 2023	1675080394	0	1260	1260	1260
Mon Jan 30 17:51:31 2023	1675080391	0	1261	1261	1260
Mon Jan 30 17:51:16 2023	1675080376	0	1261	1261	1260
Mon Jan 30 17:51:18 2023	1675080378	0	1261	1261	1260
Mon Jan 30 17:51:23 2023	1675080383	0	1261	1261	1260
Mon Jan 30 17:51:30 2023	1675080390	0	1261	1261	1261
Mon Jan 30 17:51:35 2023	1675080395	0	1261	1261	1261
Mon Jan 30 17:51:27 2023	1675080387	0	1261	1262	1261
Mon Jan 30 17:51:29 2023	1675080389	0	1262	1262	1261
Mon Jan 30 17:51:21 2023	1675080381	0	1262	1262	1262
Mon Jan 30 17:51:36 2023	1675080396	0	1262	1263	1262
Mon Jan 30 17:51:34 2023	1675080394	0	1263	1263	1262
Mon Jan 30 17:51:38 2023	1675080398	0	1263	1263	1262
Mon Jan 30 17:51:35 2023	1675080395	0	1263	1263	1262
Mon Jan 30 17:51:37 2023	1675080397	0	1263	1263	1263
Mon Jan 30 17:51:22 2023	1675080382	0	1264	1265	1264
Mon Jan 30 17:51:28 2023	1675080388	0	1265	1265	1264
Mon Jan 30 17:51:16 2023	1675080376	0	1265	1265	1264
Mon Jan 30 17:51:31 2023	1675080391	0	1265	1265	1264
Mon Jan 30 17:51:25 2023	1675080385	0	1265	1265	1264
Mon Jan 30 17:51:39 2023	1675080399	0	1266	1266	1265
Mon Jan 30 17:51:16 2023	1675080376	0	1266	1266	1265
Mon Jan 30 17:51:21 2023	1675080381	1	1265	1266	1264
Mon Jan 30 17:51:18 2023	1675080378	0	1266	1266	1265
Mon Jan 30 17:51:25 2023	1675080385	0	1266	1266	1265
Mon Jan 30 17:51:23 2023	1675080383	0	1266	1266	1265
Mon Jan 30 17:51:25 2023	1675080385	0	1266	1267	1266
Mon Jan 30 17:51:16 2023	1675080376	0	1267	1267	1266
Mon Jan 30 17:51:33 2023	1675080393	0	1267	1267	1266
Mon Jan 30 17:51:34 2023	1675080394	0	1267	1267	1266
Mon Jan 30 17:51:34 2023	1675080394	0	1267	1267	1266
Mon Jan 30 17:51:36 2023	1675080396	0	1267	1267	1267
Mon Jan 30 17:51:28 2023	1675080388	0	1267	1267	1267
Mon Jan 30 17:51:35 2023	1675080395	0	1267	1268	1267
Mon Jan 30 17:51:25 2023	1675080385	0	1268	1268	1267
Mon Jan 30 17:51:22 2023	1675080382	0	1268	1268	1267
Mon Jan 30 17:51:36 2023	1675080396	0	1268	1268	1267
Mon Jan 30 17:51:37 2023	1675080397	0	1268	1268	1268
Mon Jan 30 17:51:38 2023	1675080398	0	1268	1269	1268
Mon Jan 30 17:51:23 2023	1675080383	0	1268	1269	1268
Mon Jan 30 17:51:37 2023	1675080397	0	1268	1269	1268
Mon Jan 30 17:51:39 2023	1675080399	0	1269	1269	1268
Mon Jan 30 17:51:26 2023	1675080386	0	1269	1269	1269
Mon Jan 30 17:51:23 2023	1675080383	0	1269	1269	1269
Mon Jan 30 17:51:24 2023	1675080384	0	1269	1269	1269
Mon Jan 30 17:51:28 2023	1675080388	0	1269	1270	1269
Mon Jan 30 17:51:35 2023	1675080395	0	1270	1270	1269
Mon Jan 30 17:51:30 2023	1675080390	0	1270	1271	1270
Mon Jan 30 17:51:37 2023	1675080397	0	1271	1271	1270
Mon Jan 30 17:51:31 2023	1675080391	0	1271	1271	1270
Mon Jan 30 17:51:16 2023	1675080376	0	1271	1271	1271
Mon Jan 30 17:51:33 2023	1675080393	0	1272	1272	1271
Mon Jan 30 17:51:32 2023	1675080392	0	1272	1272	1272
Mon Jan 30 17:51:18 2023	1675080378	0	1273	1273	1272
Mon Jan 30 17:51:34 2023	1675080394	0	1273	1273	1272
Mon Jan 30 17:51:29 2023	1675080389	0	1273	1273	1272
Mon Jan 30 17:51:15 2023	1675080375	0	1273	1273	1272
Mon Jan 30 17:51:26 2023	1675080386	0	1273	1273	1272
Mon Jan 30 17:51:39 2023	1675080399	0	1273	1273	1272
Mon Jan 30 17:51:39 2023	1675080399	0	1274	1274	1273
Mon Jan 30 17:51:19 2023	1675080379	0	1274	1274	1273
Mon Jan 30 17:51:26 2023	1675080386	0	1275	1275	1274
Mon Jan 30 17:51:15 2023	1675080375	0	1275	1275	1274
Mon Jan 30 17:51:28 2023	1675080388	0	1275	1275	1274
Mon Jan 30 17:51:30 2023	1675080390	0	1275	1275	1275
Mon Jan 30 17:51:30 2023	1675080390	0	1275	1275	1275
Mon Jan 30 17:51:15 2023	1675080375	0	1275	1276	1275
Mon Jan 30 17:51:27 2023	1675080387	0	1275	1276	1275
Mon Jan 30 17:51:32 2023	1675080392	0	1276	1276	1275
Mon Jan 30 17:51:38 2023	1675080398	0	1276	1276	1275
Mon Jan 30 17:51:37 2023	1675080397	0	1276	1276	1275
Mon Jan 30 17:51:39 2023	1675080399	0	1276	1276	1276
Mon Jan 30 17:51:28 2023	1675080388	0	1276	1276	1276
Mon Jan 30 17:51:23 2023	1675080383	0	1276	1277	1276
Mon Jan 30 17:51:16 2023	1675080376	0	1277	1277	1276
Mon Jan 30 17:51:21 2023	1675080381	0	1277	1277	1276
Mon Jan 30 17:51:21 2023	1675080381	0	1277	1277	1277
Mon Jan 30 17:51:32 2023	1675080392	0	1278	1278	1276
Mon Jan 30 17:51:26 2023	1675080386	0	1278	1278	1277
Mon Jan 30 17:51:15 2023	1675080375	0	1278	1279	1278
Mon Jan 30 17:51:32 2023	1675080392	0	1279	1279	1278
Mon Jan 30 17:51:38 2023	1675080398	0	1279	1279	1278
Mon Jan 30 17:51:24 2023	1675080384	0	1279	1279	1278
Mon Jan 30 17:51:28 2023	1675080388	0	1279	1279	1279
Mon Jan 30 17:51:22 2023	1675080382	0	1279	1280	1279
Mon Jan 30 17:51:38 2023	1675080398	0	1279	1280	1279
Mon Jan 30 17:51:21 2023	1675080381	0	1280	1280	1279
Mon Jan 30 17:51:32 2023	1675080392	0	1280	1280	1280
Mon Jan 30 17:51:36 2023	1675080396	0	1280	1281	1280
Mon Jan 30 17:51:34 2023	1675080394	0	1280	1281	1279
Mon Jan 30 17:51:38 2023	1675080398	0	1281	1281	1280
Mon Jan 30 17:51:35 2023	1675080395	0	1281	1281	1280
Mon Jan 30 17:51:35 2023	1675080395	0	1281	1281	1280
Mon Jan 30 17:51:28 2023	1675080388	0	1281	1281	1280
Mon Jan 30 17:51:38 2023	1675080398	0	1281	1281	1280
Mon Jan 30 17:51:33 2023	1675080393	0	1281	1282	1281
Mon Jan 30 17:51:15 2023	1675080375	0	1282	1282	1281
Mon Jan 30 17:51:35 2023	1675080395	0	1282	1282	1281
Mon Jan 30 17:51:36 2023	1675080396	0	1282	1282	1282
Mon Jan 30 17:51:31 2023	1675080391	0	1282	1282	1282
Mon Jan 30 17:51:38 2023	1675080398	0	1282	1282	1282
Mon Jan 30 17:51:39 2023	1675080399	0	1283	1283	1282
Mon Jan 30 17:51:15 2023	1675080375	0	1283	1283	1282
Mon Jan 30 17:51:30 2023	1675080390	0	1284	1284	1283
Mon Jan 30 17:51:32 2023	1675080392	0	1284	1284	1283
Mon Jan 30 17:51:24 2023	1675080384	0	1284	1284	1283
Mon Jan 30 17:51:26 2023	1675080386	0	1284	1284	1283
Mon Jan 30 17:51:27 2023	1675080387	0	1284	1284	1283
Mon Jan 30 17:51:35 2023	1675080395	0	1284	1284	1283
Mon Jan 30 17:51:37 2023	1675080397	0	1284	1284	1283
Mon Jan 30 17:51:39 2023	1675080399	0	1284	1285	1284
Mon Jan 30 17:51:18 2023	1675080378	0	1285	1285	1284
Mon Jan 30 17:51:35 2023	1675080395	0	1285	1285	1284
Mon Jan 30 17:51:33 2023	1675080393	0	1286	1286	1285
Mon Jan 30 17:51:36 2023	1675080396	0	1286	1286	1285
Mon Jan 30 17:51:15 2023	1675080375	0	1286	1286	1286
Mon Jan 30 17:51:22 2023	1675080382	0	1286	1287	1286
