starttime	seconds	ctime	dtime	ttime	wait
Mon Jan 30 17:51:15 2023	1675080375	0	1287	1287	1286
Mon Jan 30 17:51:21 2023	1675080381	0	1287	1287	1286
Mon Jan 30 17:51:20 2023	1675080380	0	1288	1288	1287
Mon Jan 30 17:51:23 2023	1675080383	0	1288	1288	1287
Mon Jan 30 17:51:37 2023	1675080397	0	1288	1288	1287
Mon Jan 30 17:51:18 2023	1675080378	0	1288	1288	1287
Mon Jan 30 17:51:30 2023	1675080390	0	1288	1288	1288
Mon Jan 30 17:51:26 2023	1675080386	0	1288	1289	1288
Mon Jan 30 17:51:29 2023	1675080389	0	1288	1289	1288
Mon Jan 30 17:51:39 2023	1675080399	0	1288	1289	1288
Mon Jan 30 17:51:25 2023	1675080385	0	1289	1289	1288
Mon Jan 30 17:51:38 2023	1675080398	0	1289	1289	1288
Mon Jan 30 17:51:32 2023	1675080392	0	1289	1289	1288
Mon Jan 30 17:51:32 2023	1675080392	0	1289	1289	1288
Mon Jan 30 17:51:36 2023	1675080396	0	1289	1289	1288
Mon Jan 30 17:51:36 2023	1675080396	0	1289	1289	1288
Mon Jan 30 17:51:39 2023	1675080399	0	1289	1289	1288
Mon Jan 30 17:51:16 2023	1675080376	0	1289	1289	1289
Mon Jan 30 17:51:28 2023	1675080388	0	1290	1290	1289
Mon Jan 30 17:51:24 2023	1675080384	0	1290	1290	1289
Mon Jan 30 17:51:25 2023	1675080385	0	1290	1290	1289
Mon Jan 30 17:51:28 2023	1675080388	0	1290	1291	1290
Mon Jan 30 17:51:39 2023	1675080399	0	1291	1291	1290
Mon Jan 30 17:51:35 2023	1675080395	0	1291	1291	1290
Mon Jan 30 17:51:15 2023	1675080375	0	1291	1291	1290
Mon Jan 30 17:51:15 2023	1675080375	0	1291	1291	1290
Mon Jan 30 17:51:32 2023	1675080392	0	1292	1292	1291
Mon Jan 30 17:51:25 2023	1675080385	0	1292	1292	1291
Mon Jan 30 17:51:22 2023	1675080382	0	1292	1292	1291
Mon Jan 30 17:51:37 2023	1675080397	0	1292	1292	1291
Mon Jan 30 17:51:19 2023	1675080379	0	1292	1292	1291
Mon Jan 30 17:51:18 2023	1675080378	0	1292	1292	1291
Mon Jan 30 17:51:30 2023	1675080390	0	1292	1292	1291
Mon Jan 30 17:51:28 2023	1675080388	0	1292	1293	1292
Mon Jan 30 17:51:28 2023	1675080388	1	1292	1293	1291
Mon Jan 30 17:51:18 2023	1675080378	0	1293	1293	1292
Mon Jan 30 17:51:17 2023	1675080377	0	1293	1293	1292
Mon Jan 30 17:51:27 2023	1675080387	0	1293	1293	1293
Mon Jan 30 17:51:29 2023	1675080389	0	1293	1293	1293
Mon Jan 30 17:51:36 2023	1675080396	0	1293	1293	1292
Mon Jan 30 17:51:30 2023	1675080390	0	1293	1294	1293
Mon Jan 30 17:51:38 2023	1675080398	0	1293	1294	1293
Mon Jan 30 17:51:38 2023	1675080398	0	1294	1294	1293
Mon Jan 30 17:51:32 2023	1675080392	0	1294	1294	1293
Mon Jan 30 17:51:36 2023	1675080396	0	1294	1294	1294
Mon Jan 30 17:51:37 2023	1675080397	0	1294	1294	1293
Mon Jan 30 17:51:33 2023	1675080393	0	1294	1294	1293
Mon Jan 30 17:51:25 2023	1675080385	0	1294	1294	1293
Mon Jan 30 17:51:22 2023	1675080382	0	1294	1295	1294
Mon Jan 30 17:51:37 2023	1675080397	0	1295	1295	1294
Mon Jan 30 17:51:37 2023	1675080397	0	1295	1295	1294
Mon Jan 30 17:51:30 2023	1675080390	0	1295	1295	1294
Mon Jan 30 17:51:34 2023	1675080394	0	1295	1295	1294
Mon Jan 30 17:51:32 2023	1675080392	0	1295	1295	1294
Mon Jan 30 17:51:27 2023	1675080387	0	1295	1296	1295
Mon Jan 30 17:51:20 2023	1675080380	0	1295	1296	1295
Mon Jan 30 17:51:18 2023	1675080378	0	1296	1296	1295
Mon Jan 30 17:51:16 2023	1675080376	0	1296	1296	1296
Mon Jan 30 17:51:37 2023	1675080397	0	1296	1296	1295
Mon Jan 30 17:51:39 2023	1675080399	0	1296	1296	1296
Mon Jan 30 17:51:21 2023	1675080381	0	1296	1296	1296
Mon Jan 30 17:51:26 2023	1675080386	0	1296	1297	1296
Mon Jan 30 17:51:16 2023	1675080376	0	1296	1297	1296
Mon Jan 30 17:51:35 2023	1675080395	0	1297	1297	1296
Mon Jan 30 17:51:22 2023	1675080382	0	1297	1297	1296
Mon Jan 30 17:51:30 2023	1675080390	0	1297	1297	1297
Mon Jan 30 17:51:38 2023	1675080398	0	1297	1297	1297
Mon Jan 30 17:51:22 2023	1675080382	0	1297	1298	1297
Mon Jan 30 17:51:23 2023	1675080383	0	1298	1298	1297
Mon Jan 30 17:51:17 2023	1675080377	0	1298	1298	1297
Mon Jan 30 17:51:37 2023	1675080397	0	1298	1298	1297
Mon Jan 30 17:51:20 2023	1675080380	0	1298	1298	1297
Mon Jan 30 17:51:25 2023	1675080385	0	1298	1298	1298
Mon Jan 30 17:51:27 2023	1675080387	0	1298	1298	1298
Mon Jan 30 17:51:33 2023	1675080393	0	1299	1299	1298
Mon Jan 30 17:51:17 2023	1675080377	0	1299	1299	1298
Mon Jan 30 17:51:37 2023	1675080397	0	1299	1299	1298
Mon Jan 30 17:51:16 2023	1675080376	0	1299	1299	1298
Mon Jan 30 17:51:25 2023	1675080385	0	1299	1299	1299
Mon Jan 30 17:51:24 2023	1675080384	0	1300	1300	1299
Mon Jan 30 17:51:24 2023	1675080384	0	1300	1300	1299
Mon Jan 30 17:51:31 2023	1675080391	0	1300	1301	1300
Mon Jan 30 17:51:39 2023	1675080399	0	1301	1301	1299
Mon Jan 30 17:51:28 2023	1675080388	0	1301	1301	1300
Mon Jan 30 17:51:24 2023	1675080384	0	1301	1301	1300
Mon Jan 30 17:51:22 2023	1675080382	0	1301	1301	1301
Mon Jan 30 17:51:17 2023	1675080377	0	1302	1302	1301
Mon Jan 30 17:51:24 2023	1675080384	0	1302	1302	1301
Mon Jan 30 17:51:39 2023	1675080399	0	1302	1302	1301
Mon Jan 30 17:51:35 2023	1675080395	0	1302	1303	1302
Mon Jan 30 17:51:27 2023	1675080387	0	1303	1303	1302
Mon Jan 30 17:51:18 2023	1675080378	0	1303	1303	1302
Mon Jan 30 17:51:30 2023	1675080390	0	1303	1303	1302
Mon Jan 30 17:51:33 2023	1675080393	0	1303	1304	1303
Mon Jan 30 17:51:22 2023	1675080382	0	1303	1304	1303
Mon Jan 30 17:51:19 2023	1675080379	0	1303	1304	1303
Mon Jan 30 17:51:30 2023	1675080390	0	1303	1304	1303
Mon Jan 30 17:51:22 2023	1675080382	0	1304	1304	1303
Mon Jan 30 17:51:34 2023	1675080394	0	1304	1304	1303
Mon Jan 30 17:51:17 2023	1675080377	0	1304	1304	1303
Mon Jan 30 17:51:24 2023	1675080384	0	1305	1305	1304
Mon Jan 30 17:51:16 2023	1675080376	0	1305	1305	1304
Mon Jan 30 17:51:29 2023	1675080389	0	1305	1305	1304
Mon Jan 30 17:51:26 2023	1675080386	0	1305	1305	1304
Mon Jan 30 17:51:33 2023	1675080393	0	1305	1305	1304
Mon Jan 30 17:51:21 2023	1675080381	0	1305	1305	1305
Mon Jan 30 17:51:19 2023	1675080379	0	1306	1306	1306
Mon Jan 30 17:51:32 2023	1675080392	0	1306	1306	1306
Mon Jan 30 17:51:35 2023	1675080395	0	1306	1306	1306
Mon Jan 30 17:51:16 2023	1675080376	0	1306	1307	1306
Mon Jan 30 17:51:24 2023	1675080384	0	1306	1307	1306
Mon Jan 30 17:51:27 2023	1675080387	0	1307	1307	1306
Mon Jan 30 17:51:30 2023	1675080390	0	1307	1307	1306
Mon Jan 30 17:51:35 2023	1675080395	0	1307	1307	1307
Mon Jan 30 17:51:30 2023	1675080390	0	1308	1308	1307
Mon Jan 30 17:51:31 2023	1675080391	0	1308	1308	1308
Mon Jan 30 17:51:30 2023	1675080390	0	1308	1309	1308
Mon Jan 30 17:51:36 2023	1675080396	0	1308	1309	1308
Mon Jan 30 17:51:38 2023	1675080398	0	1309	1309	1308
Mon Jan 30 17:51:21 2023	1675080381	0	1309	1309	1308
Mon Jan 30 17:51:38 2023	1675080398	0	1309	1309	1309
Mon Jan 30 17:51:18 2023	1675080378	0	1309	1309	1309
Mon Jan 30 17:51:32 2023	1675080392	0	1309	1309	1309
Mon Jan 30 17:51:37 2023	1675080397	0	1310	1310	1309
Mon Jan 30 17:51:24 2023	1675080384	0	1310	1310	1309
Mon Jan 30 17:51:35 2023	1675080395	0	1310	1310	1309
Mon Jan 30 17:51:39 2023	1675080399	0	1310	1310	1309
Mon Jan 30 17:51:32 2023	1675080392	0	1310	1311	1310
Mon Jan 30 17:51:22 2023	1675080382	0	1311	1311	1310
Mon Jan 30 17:51:30 2023	1675080390	0	1311	1311	1310
Mon Jan 30 17:51:28 2023	1675080388	0	1311	1311	1310
Mon Jan 30 17:51:39 2023	1675080399	0	1311	1311	1310
Mon Jan 30 17:51:34 2023	1675080394	0	1311	1311	1311
Mon Jan 30 17:51:38 2023	1675080398	0	1311	1312	1311
Mon Jan 30 17:51:27 2023	1675080387	0	1311	1312	1311
Mon Jan 30 17:51:19 2023	1675080379	0	1312	1312	1311
Mon Jan 30 17:51:30 2023	1675080390	0	1312	1312	1311
Mon Jan 30 17:51:36 2023	1675080396	0	1312	1312	1311
Mon Jan 30 17:51:16 2023	1675080376	0	1312	1312	1312
Mon Jan 30 17:51:33 2023	1675080393	0	1313	1313	1312
Mon Jan 30 17:51:23 2023	1675080383	0	1313	1313	1312
Mon Jan 30 17:51:16 2023	1675080376	0	1313	1313	1312
Mon Jan 30 17:51:27 2023	1675080387	0	1313	1313	1313
Mon Jan 30 17:51:17 2023	1675080377	0	1313	1314	1313
Mon Jan 30 17:51:33 2023	1675080393	0	1313	1314	1313
Mon Jan 30 17:51:35 2023	1675080395	0	1314	1314	1313
Mon Jan 30 17:51:16 2023	1675080376	0	1314	1314	1313
Mon Jan 30 17:51:18 2023	1675080378	0	1314	1314	1313
Mon Jan 30 17:51:29 2023	1675080389	0	1314	1314	1313
Mon Jan 30 17:51:23 2023	1675080383	0	1314	1314	1314
Mon Jan 30 17:51:27 2023	1675080387	0	1314	1314	1314
Mon Jan 30 17:51:24 2023	1675080384	0	1314	1315	1314
Mon Jan 30 17:51:24 2023	1675080384	0	1314	1315	1314
Mon Jan 30 17:51:18 2023	1675080378	0	1315	1315	1314
Mon Jan 30 17:51:39 2023	1675080399	0	1315	1315	1315
Mon Jan 30 17:51:31 2023	1675080391	0	1315	1315	1314
Mon Jan 30 17:51:19 2023	1675080379	0	1315	1315	1314
Mon Jan 30 17:51:20 2023	1675080380	0	1315	1315	1315
Mon Jan 30 17:51:16 2023	1675080376	0	1315	1316	1315
Mon Jan 30 17:51:39 2023	1675080399	0	1316	1316	1315
Mon Jan 30 17:51:35 2023	1675080395	0	1316	1316	1315
Mon Jan 30 17:51:21 2023	1675080381	0	1316	1316	1315
Mon Jan 30 17:51:33 2023	1675080393	0	1316	1316	1315
Mon Jan 30 17:51:20 2023	1675080380	0	1316	1316	1315
Mon Jan 30 17:51:39 2023	1675080399	0	1316	1316	1315
Mon Jan 30 17:51:29 2023	1675080389	0	1317	1317	1316
Mon Jan 30 17:51:23 2023	1675080383	0	1317	1317	1316
Mon Jan 30 17:51:21 2023	1675080381	0	1317	1317	1317
Mon Jan 30 17:51:18 2023	1675080378	0	1317	1317	1317
Mon Jan 30 17:51:36 2023	1675080396	0	1317	1317	1316
Mon Jan 30 17:51:34 2023	1675080394	0	1317	1318	1317
Mon Jan 30 17:51:26 2023	1675080386	0	1317	1318	1317
Mon Jan 30 17:51:25 2023	1675080385	0	1318	1318	1317
Mon Jan 30 17:51:32 2023	1675080392	0	1318	1318	1317
Mon Jan 30 17:51:35 2023	1675080395	0	1318	1318	1317
Mon Jan 30 17:51:33 2023	1675080393	0	1318	1318	1318
Mon Jan 30 17:51:24 2023	1675080384	0	1318	1319	1318
Mon Jan 30 17:51:19 2023	1675080379	0	1319	1319	1318
Mon Jan 30 17:51:28 2023	1675080388	0	1319	1319	1318
Mon Jan 30 17:51:29 2023	1675080389	0	1320	1320	1319
Mon Jan 30 17:51:16 2023	1675080376	0	1320	1320	1319
Mon Jan 30 17:51:21 2023	1675080381	0	1320	1320	1319
Mon Jan 30 17:51:20 2023	1675080380	0	1320	1321	1320
Mon Jan 30 17:51:36 2023	1675080396	0	1321	1321	1320
Mon Jan 30 17:51:38 2023	1675080398	0	1321	1321	1320
Mon Jan 30 17:51:38 2023	1675080398	0	1321	1321	1320
Mon Jan 30 17:51:22 2023	1675080382	0	1321	1321	1321
Mon Jan 30 17:51:23 2023	1675080383	0	1321	1321	1320
Mon Jan 30 17:51:39 2023	1675080399	0	1321	1321	1321
Mon Jan 30 17:51:23 2023	1675080383	0	1321	1322	1321
Mon Jan 30 17:51:27 2023	1675080387	0	1322	1322	1322
Mon Jan 30 17:51:37 2023	1675080397	0	1322	1322	1321
Mon Jan 30 17:51:33 2023	1675080393	0	1322	1322	1321
Mon Jan 30 17:51:25 2023	1675080385	0	1322	1322	1322
Mon Jan 30 17:51:19 2023	1675080379	0	1322	1323	1322
Mon Jan 30 17:51:35 2023	1675080395	0	1322	1323	1322
Mon Jan 30 17:51:29 2023	1675080389	0	1323	1323	1322
Mon Jan 30 17:51:28 2023	1675080388	0	1323	1323	1322
Mon Jan 30 17:51:33 2023	1675080393	0	1323	1323	1323
Mon Jan 30 17:51:30 2023	1675080390	0	1323	1323	1323
Mon Jan 30 17:51:36 2023	1675080396	0	1323	1324	1323
Mon Jan 30 17:51:18 2023	1675080378	0	1324	1324	1323
Mon Jan 30 17:51:23 2023	1675080383	0	1324	1324	1323
Mon Jan 30 17:51:31 2023	1675080391	0	1324	1325	1324
Mon Jan 30 17:51:18 2023	1675080378	0	1324	1325	1324
Mon Jan 30 17:51:25 2023	1675080385	0	1324	1325	1324
Mon Jan 30 17:51:39 2023	1675080399	0	1324	1325	1323
Mon Jan 30 17:51:26 2023	1675080386	0	1325	1325	1324
Mon Jan 30 17:51:19 2023	1675080379	0	1325	1325	1324
Mon Jan 30 17:51:20 2023	1675080380	0	1325	1325	1324
Mon Jan 30 17:51:19 2023	1675080379	0	1325	1325	1324
Mon Jan 30 17:51:22 2023	1675080382	0	1325	1325	1324
Mon Jan 30 17:51:32 2023	1675080392	0	1325	1325	1324
Mon Jan 30 17:51:30 2023	1675080390	0	1326	1326	1325
Mon Jan 30 17:51:32 2023	1675080392	0	1326	1326	1325
Mon Jan 30 17:51:35 2023	1675080395	0	1326	1326	1325
Mon Jan 30 17:51:39 2023	1675080399	0	1326	1326	1325
Mon Jan 30 17:51:17 2023	1675080377	0	1326	1326	1326
Mon Jan 30 17:51:23 2023	1675080383	0	1326	1326	1325
Mon Jan 30 17:51:35 2023	1675080395	0	1326	1326	1325
Mon Jan 30 17:51:20 2023	1675080380	0	1326	1326	1325
Mon Jan 30 17:51:31 2023	1675080391	0	1326	1326	1326
Mon Jan 30 17:51:28 2023	1675080388	0	1327	1327	1326
Mon Jan 30 17:51:37 2023	1675080397	0	1327	1327	1326
Mon Jan 30 17:51:35 2023	1675080395	0	1327	1327	1327
Mon Jan 30 17:51:23 2023	1675080383	0	1327	1327	1327
Mon Jan 30 17:51:39 2023	1675080399	0	1327	1328	1327
Mon Jan 30 17:51:29 2023	1675080389	0	1327	1328	1327
Mon Jan 30 17:51:38 2023	1675080398	0	1328	1328	1327
Mon Jan 30 17:51:25 2023	1675080385	0	1328	1328	1328
Mon Jan 30 17:51:16 2023	1675080376	0	1328	1329	1328
Mon Jan 30 17:51:39 2023	1675080399	0	1329	1329	1328
Mon Jan 30 17:51:23 2023	1675080383	0	1329	1329	1328
Mon Jan 30 17:51:31 2023	1675080391	0	1329	1329	1328
Mon Jan 30 17:51:18 2023	1675080378	0	1329	1329	1329
Mon Jan 30 17:51:27 2023	1675080387	0	1329	1329	1329
Mon Jan 30 17:51:32 2023	1675080392	0	1330	1330	1328
Mon Jan 30 17:51:23 2023	1675080383	0	1330	1330	1330
Mon Jan 30 17:51:29 2023	1675080389	0	1331	1331	1330
Mon Jan 30 17:51:19 2023	1675080379	0	1331	1331	1330
Mon Jan 30 17:51:38 2023	1675080398	0	1331	1331	1330
Mon Jan 30 17:51:18 2023	1675080378	0	1331	1331	1331
Mon Jan 30 17:51:26 2023	1675080386	0	1331	1331	1331
Mon Jan 30 17:51:38 2023	1675080398	0	1331	1331	1331
Mon Jan 30 17:51:39 2023	1675080399	0	1331	1332	1331
Mon Jan 30 17:51:31 2023	1675080391	0	1331	1332	1331
Mon Jan 30 17:51:29 2023	1675080389	0	1332	1332	1331
Mon Jan 30 17:51:39 2023	1675080399	0	1332	1332	1331
Mon Jan 30 17:51:37 2023	1675080397	0	1332	1333	1332
Mon Jan 30 17:51:38 2023	1675080398	0	1333	1333	1332
Mon Jan 30 17:51:25 2023	1675080385	0	1333	1333	1332
Mon Jan 30 17:51:32 2023	1675080392	0	1332	1333	1332
Mon Jan 30 17:51:18 2023	1675080378	0	1333	1334	1333
Mon Jan 30 17:51:15 2023	1675080375	0	1334	1334	1333
Mon Jan 30 17:51:18 2023	1675080378	0	1334	1334	1333
Mon Jan 30 17:51:18 2023	1675080378	0	1334	1334	1333
Mon Jan 30 17:51:35 2023	1675080395	0	1334	1334	1334
Mon Jan 30 17:51:25 2023	1675080385	0	1334	1335	1334
Mon Jan 30 17:51:16 2023	1675080376	0	1335	1335	1334
Mon Jan 30 17:51:31 2023	1675080391	0	1335	1335	1335
Mon Jan 30 17:51:32 2023	1675080392	0	1335	1335	1335
Mon Jan 30 17:51:22 2023	1675080382	0	1335	1336	1335
Mon Jan 30 17:51:16 2023	1675080376	0	1335	1336	1335
Mon Jan 30 17:51:30 2023	1675080390	0	1336	1336	1335
Mon Jan 30 17:51:37 2023	1675080397	0	1336	1336	1335
Mon Jan 30 17:51:33 2023	1675080393	0	1336	1336	1336
Mon Jan 30 17:51:35 2023	1675080395	0	1337	1337	1336
Mon Jan 30 17:51:28 2023	1675080388	0	1337	1337	1336
Mon Jan 30 17:51:24 2023	1675080384	0	1337	1338	1337
Mon Jan 30 17:51:23 2023	1675080383	0	1338	1338	1337
Mon Jan 30 17:51:35 2023	1675080395	0	1338	1338	1338
Mon Jan 30 17:51:39 2023	1675080399	0	1338	1339	1338
Mon Jan 30 17:51:28 2023	1675080388	0	1339	1339	1338
Mon Jan 30 17:51:33 2023	1675080393	0	1339	1339	1338
Mon Jan 30 17:51:15 2023	1675080375	0	1339	1340	1339
Mon Jan 30 17:51:32 2023	1675080392	0	1339	1340	1339
Mon Jan 30 17:51:15 2023	1675080375	0	1340	1340	1340
Mon Jan 30 17:51:18 2023	1675080378	0	1340	1340	1339
Mon Jan 30 17:51:39 2023	1675080399	0	1341	1341	1340
Mon Jan 30 17:51:30 2023	1675080390	0	1340	1341	1340
Mon Jan 30 17:51:33 2023	1675080393	0	1341	1341	1340
Mon Jan 30 17:51:18 2023	1675080378	0	1341	1341	1341
Mon Jan 30 17:51:39 2023	1675080399	0	1342	1342	1341
Mon Jan 30 17:51:18 2023	1675080378	0	1343	1343	1342
Mon Jan 30 17:51:26 2023	1675080386	0	1343	1343	1342
Mon Jan 30 17:51:20 2023	1675080380	0	1343	1344	1342
Mon Jan 30 17:51:35 2023	1675080395	0	1344	1344	1344
Mon Jan 30 17:51:26 2023	1675080386	0	1344	1344	1343
Mon Jan 30 17:51:18 2023	1675080378	0	1344	1344	1344
Mon Jan 30 17:51:35 2023	1675080395	0	1344	1344	1344
Mon Jan 30 17:51:38 2023	1675080398	0	1344	1344	1344
Mon Jan 30 17:51:34 2023	1675080394	0	1344	1345	1344
Mon Jan 30 17:51:21 2023	1675080381	0	1345	1345	1344
Mon Jan 30 17:51:23 2023	1675080383	0	1345	1345	1344
Mon Jan 30 17:51:35 2023	1675080395	0	1345	1345	1344
Mon Jan 30 17:51:31 2023	1675080391	0	1345	1345	1344
Mon Jan 30 17:51:35 2023	1675080395	0	1345	1346	1345
Mon Jan 30 17:51:23 2023	1675080383	0	1345	1346	1345
Mon Jan 30 17:51:24 2023	1675080384	0	1346	1346	1345
Mon Jan 30 17:51:25 2023	1675080385	0	1345	1346	1345
Mon Jan 30 17:51:31 2023	1675080391	0	1346	1346	1345
Mon Jan 30 17:51:27 2023	1675080387	0	1346	1346	1345
Mon Jan 30 17:51:26 2023	1675080386	0	1346	1346	1345
Mon Jan 30 17:51:20 2023	1675080380	0	1346	1346	1346
Mon Jan 30 17:51:16 2023	1675080376	0	1346	1346	1346
Mon Jan 30 17:51:36 2023	1675080396	0	1346	1346	1346
Mon Jan 30 17:51:34 2023	1675080394	0	1346	1346	1346
Mon Jan 30 17:51:34 2023	1675080394	0	1346	1347	1346
Mon Jan 30 17:51:25 2023	1675080385	0	1346	1347	1346
Mon Jan 30 17:51:35 2023	1675080395	0	1347	1347	1346
Mon Jan 30 17:51:38 2023	1675080398	0	1347	1347	1346
Mon Jan 30 17:51:22 2023	1675080382	0	1347	1347	1346
Mon Jan 30 17:51:18 2023	1675080378	0	1347	1347	1347
Mon Jan 30 17:51:22 2023	1675080382	0	1347	1347	1347
Mon Jan 30 17:51:18 2023	1675080378	0	1347	1348	1347
Mon Jan 30 17:51:21 2023	1675080381	0	1347	1348	1346
Mon Jan 30 17:51:27 2023	1675080387	0	1347	1348	1347
Mon Jan 30 17:51:37 2023	1675080397	0	1348	1348	1347
Mon Jan 30 17:51:27 2023	1675080387	0	1348	1349	1348
Mon Jan 30 17:51:22 2023	1675080382	0	1348	1349	1348
Mon Jan 30 17:51:25 2023	1675080385	0	1348	1349	1348
Mon Jan 30 17:51:21 2023	1675080381	0	1349	1349	1349
Mon Jan 30 17:51:24 2023	1675080384	0	1349	1349	1349
Mon Jan 30 17:51:21 2023	1675080381	0	1349	1349	1349
Mon Jan 30 17:51:30 2023	1675080390	0	1350	1350	1349
Mon Jan 30 17:51:23 2023	1675080383	0	1350	1350	1349
Mon Jan 30 17:51:39 2023	1675080399	0	1350	1350	1349
Mon Jan 30 17:51:16 2023	1675080376	0	1351	1351	1350
Mon Jan 30 17:51:23 2023	1675080383	0	1351	1351	1350
Mon Jan 30 17:51:22 2023	1675080382	0	1351	1351	1351
Mon Jan 30 17:51:27 2023	1675080387	0	1352	1352	1351
Mon Jan 30 17:51:33 2023	1675080393	0	1352	1352	1351
Mon Jan 30 17:51:20 2023	1675080380	0	1352	1352	1352
Mon Jan 30 17:51:16 2023	1675080376	0	1352	1352	1351
Mon Jan 30 17:51:22 2023	1675080382	0	1352	1353	1352
Mon Jan 30 17:51:24 2023	1675080384	0	1353	1353	1352
Mon Jan 30 17:51:21 2023	1675080381	0	1353	1353	1352
Mon Jan 30 17:51:29 2023	1675080389	0	1353	1353	1352
Mon Jan 30 17:51:27 2023	1675080387	0	1353	1353	1352
Mon Jan 30 17:51:34 2023	1675080394	0	1353	1353	1352
Mon Jan 30 17:51:21 2023	1675080381	0	1353	1353	1353
Mon Jan 30 17:51:21 2023	1675080381	0	1353	1353	1352
Mon Jan 30 17:51:21 2023	1675080381	0	1353	1353	1353
Mon Jan 30 17:51:26 2023	1675080386	0	1354	1354	1353
Mon Jan 30 17:51:37 2023	1675080397	0	1354	1354	1353
Mon Jan 30 17:51:37 2023	1675080397	0	1354	1354	1353
Mon Jan 30 17:51:32 2023	1675080392	0	1354	1354	1353
Mon Jan 30 17:51:16 2023	1675080376	0	1354	1354	1353
Mon Jan 30 17:51:22 2023	1675080382	0	1354	1354	1353
Mon Jan 30 17:51:35 2023	1675080395	0	1355	1355	1354
Mon Jan 30 17:51:17 2023	1675080377	0	1356	1356	1355
Mon Jan 30 17:51:16 2023	1675080376	0	1356	1356	1355
Mon Jan 30 17:51:18 2023	1675080378	0	1356	1356	1355
Mon Jan 30 17:51:25 2023	1675080385	0	1356	1356	1355
Mon Jan 30 17:51:39 2023	1675080399	0	1356	1356	1355
Mon Jan 30 17:51:17 2023	1675080377	0	1356	1356	1355
Mon Jan 30 17:51:31 2023	1675080391	0	1356	1356	1356
Mon Jan 30 17:51:18 2023	1675080378	0	1357	1357	1356
Mon Jan 30 17:51:15 2023	1675080375	0	1357	1357	1356
Mon Jan 30 17:51:20 2023	1675080380	0	1357	1357	1356
Mon Jan 30 17:51:23 2023	1675080383	0	1357	1357	1356
Mon Jan 30 17:51:26 2023	1675080386	0	1358	1358	1357
Mon Jan 30 17:51:21 2023	1675080381	0	1358	1358	1357
Mon Jan 30 17:51:29 2023	1675080389	0	1358	1358	1358
Mon Jan 30 17:51:29 2023	1675080389	0	1358	1358	1358
Mon Jan 30 17:51:29 2023	1675080389	0	1358	1358	1357
Mon Jan 30 17:51:29 2023	1675080389	0	1359	1359	1358
Mon Jan 30 17:51:23 2023	1675080383	0	1359	1359	1358
Mon Jan 30 17:51:31 2023	1675080391	0	1359	1359	1358
Mon Jan 30 17:51:26 2023	1675080386	0	1359	1359	1358
Mon Jan 30 17:51:23 2023	1675080383	0	1359	1359	1359
Mon Jan 30 17:51:19 2023	1675080379	0	1360	1360	1359
Mon Jan 30 17:51:29 2023	1675080389	0	1360	1360	1359
Mon Jan 30 17:51:23 2023	1675080383	0	1360	1360	1359
Mon Jan 30 17:51:29 2023	1675080389	0	1360	1360	1359
Mon Jan 30 17:51:28 2023	1675080388	0	1360	1360	1360
Mon Jan 30 17:51:30 2023	1675080390	0	1360	1360	1360
Mon Jan 30 17:51:35 2023	1675080395	0	1360	1360	1360
Mon Jan 30 17:51:25 2023	1675080385	0	1361	1361	1360
Mon Jan 30 17:51:16 2023	1675080376	0	1362	1362	1360
Mon Jan 30 17:51:18 2023	1675080378	0	1362	1362	1361
Mon Jan 30 17:51:16 2023	1675080376	0	1362	1362	1361
Mon Jan 30 17:51:25 2023	1675080385	0	1363	1363	1362
Mon Jan 30 17:51:32 2023	1675080392	0	1363	1363	1362
Mon Jan 30 17:51:18 2023	1675080378	0	1363	1363	1362
Mon Jan 30 17:51:16 2023	1675080376	0	1364	1364	1363
Mon Jan 30 17:51:26 2023	1675080386	0	1364	1364	1363
Mon Jan 30 17:51:21 2023	1675080381	0	1364	1364	1363
Mon Jan 30 17:51:28 2023	1675080388	0	1364	1364	1363
Mon Jan 30 17:51:25 2023	1675080385	0	1364	1364	1364
Mon Jan 30 17:51:19 2023	1675080379	0	1364	1365	1364
Mon Jan 30 17:51:22 2023	1675080382	0	1365	1365	1365
Mon Jan 30 17:51:20 2023	1675080380	0	1366	1366	1365
Mon Jan 30 17:51:34 2023	1675080394	0	1366	1366	1365
Mon Jan 30 17:51:28 2023	1675080388	0	1366	1366	1366
Mon Jan 30 17:51:25 2023	1675080385	0	1366	1367	1366
Mon Jan 30 17:51:15 2023	1675080375	0	1367	1367	1366
Mon Jan 30 17:51:17 2023	1675080377	0	1367	1367	1366
Mon Jan 30 17:51:28 2023	1675080388	0	1367	1368	1367
Mon Jan 30 17:51:19 2023	1675080379	0	1367	1368	1367
Mon Jan 30 17:51:25 2023	1675080385	0	1368	1368	1367
Mon Jan 30 17:51:19 2023	1675080379	0	1368	1368	1367
Mon Jan 30 17:51:20 2023	1675080380	0	1368	1368	1367
Mon Jan 30 17:51:39 2023	1675080399	0	1368	1368	1367
Mon Jan 30 17:51:26 2023	1675080386	0	1368	1368	1367
Mon Jan 30 17:51:33 2023	1675080393	0	1369	1369	1368
Mon Jan 30 17:51:33 2023	1675080393	0	1369	1369	1368
Mon Jan 30 17:51:23 2023	1675080383	0	1369	1369	1368
Mon Jan 30 17:51:16 2023	1675080376	0	1369	1369	1369
Mon Jan 30 17:51:34 2023	1675080394	0	1369	1370	1369
Mon Jan 30 17:51:37 2023	1675080397	0	1369	1370	1369
